DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB04,1,1994,9,9,004a,tu,d,5,26.23,6.52,6.23,0,0,
PAB04,1,1994,9,13,020d,fl,a,1,10.78,0.83,9.19,81.62,0,
PAB04,1,1994,9,13,020d,fl,a,2,16.76,0,23.37,52.7,0,
PAB04,1,1994,9,13,020d,fl,a,3,14.03,18,8.99,35.42,0,
PAB04,1,1994,9,13,020d,fl,a,4,5.1,36.7,4.03,42.41,0.27,
PAB04,1,1994,9,13,020d,fl,a,5,20.24,1.24,13.48,44.04,0,
PAB04,1,1994,9,13,020d,fl,b,1,16.92,3.79,11.66,57.21,0,
PAB04,1,1994,9,13,020d,fl,b,2,23.3,16.18,3.36,61.83,0,
PAB04,1,1994,9,13,020d,fl,b,3,24.63,1.35,16.26,24,0,
PAB04,1,1994,9,13,020d,fl,b,4,12.23,5.68,11.76,34.45,0,
PAB04,1,1994,9,13,020d,fl,b,5,6.35,11.31,1.83,17.51,0,
PAB04,1,1994,9,13,020d,fl,c,1,6.74,3.44,14.54,52.82,0.61,
PAB04,1,1994,9,13,020d,fl,c,2,17.92,0.39,27.3,57.02,0,
PAB04,1,1994,9,13,020d,fl,c,3,20.04,0,16.63,89.07,0,
PAB04,1,1994,9,13,020d,fl,c,4,13.93,0.7,9.86,41.34,0,
PAB04,1,1994,9,13,020d,fl,c,5,13.77,0.26,27.44,65.94,0.02,
PAB04,1,1994,9,13,020d,fl,d,1,6.29,7.34,6.72,96.75,0,
PAB04,1,1994,9,13,020d,fl,d,2,13.95,1.94,11.95,34.6,0,
PAB04,1,1994,9,13,020d,fl,d,3,21.96,6.78,12.75,53.33,0,
PAB04,1,1994,9,13,020d,fl,d,4,25.27,1.01,14.22,59.87,0,
PAB04,1,1994,9,13,020d,fl,d,5,23.64,3.14,12.54,72.65,0,
PAB04,1,1994,9,12,020d,sl,a,1,13.06,3.58,6.5,26.22,30.56,
PAB04,1,1994,9,12,020d,sl,a,2,0.71,9.62,3.85,52.66,0,
PAB04,1,1994,9,12,020d,sl,a,3,12.35,3.28,10.26,111.65,0.13,
PAB04,1,1994,9,12,020d,sl,a,4,12.07,1.65,12.48,84.67,1.07,
PAB04,1,1994,9,12,020d,sl,a,5,15.11,0.61,8.89,15.53,0,
PAB04,1,1994,9,12,020d,sl,b,1,6.61,6.64,7.09,83.71,0,
PAB04,1,1994,9,12,020d,sl,b,2,3.23,1.25,5.28,53.49,0.74,
PAB04,1,1994,9,12,020d,sl,b,3,13.81,10.17,7.84,54.95,0,
PAB04,1,1994,9,12,020d,sl,b,4,9.69,0.49,6.29,40.13,0,
PAB04,1,1994,9,12,020d,sl,b,5,10.29,1.64,7.52,57.04,0,
PAB04,1,1994,9,13,020d,sl,c,1,9.6,0.08,10.34,74.18,0,
PAB04,1,1994,9,13,020d,sl,c,2,17.05,0,9.8,54.86,0,
PAB04,1,1994,9,13,020d,sl,c,3,13.38,0,8.08,87.84,1.27,
PAB04,1,1994,9,13,020d,sl,c,4,7.09,0,5.87,62.91,0,
PAB04,1,1994,9,13,020d,sl,c,5,11.31,14.34,4.81,37.49,0,
PAB04,1,1994,9,13,020d,sl,d,1,5.79,1.25,3.69,77.54,0,
PAB04,1,1994,9,13,020d,sl,d,2,14.6,0.82,10.71,48.33,0,
PAB04,1,1994,9,13,020d,sl,d,3,10.97,0.28,12.76,87.16,0,
PAB04,1,1994,9,13,020d,sl,d,4,11.68,3.3,5.23,35.35,0,
PAB04,1,1994,9,13,020d,sl,d,5,11.36,0.92,13.21,73.52,0,
PAB04,1,1994,9,12,020d,tu,a,1,38.28,9.24,8.92,46.27,0,
PAB04,1,1994,9,12,020d,tu,a,2,9.31,0,10.27,98.12,0,
PAB04,1,1994,9,12,020d,tu,a,3,37.18,14.99,7.01,59.03,0,
PAB04,1,1994,9,12,020d,tu,a,4,24.16,1.75,6.33,58.06,0,
PAB04,1,1994,9,12,020d,tu,a,5,5.77,2.55,7.81,61.16,0,
PAB04,1,1994,9,12,020d,tu,b,1,14.59,0,4.6,93.18,3.78,
PAB04,1,1994,9,12,020d,tu,b,2,16.99,4.84,22.62,27.37,0.03,
PAB04,1,1994,9,12,020d,tu,b,3,2.38,1.14,7.22,49.97,0.21,
PAB04,1,1994,9,12,020d,tu,b,4,12.25,34.95,12.56,28.47,0,
PAB04,1,1994,9,12,020d,tu,b,5,17.11,21.2,8.59,100.74,0,
PAB04,1,1994,9,13,020d,tu,c,1,26.54,7.7,11.53,44.4,0,
PAB04,1,1994,9,13,020d,tu,c,2,3.61,22.59,3.31,25.87,2.96,
PAB04,1,1994,9,13,020d,tu,c,3,9.08,18.44,7.73,54.09,0,
PAB04,1,1994,9,13,020d,tu,c,4,23.48,9.63,7.4,48.9,0,
PAB04,1,1994,9,13,020d,tu,c,5,16.11,1.28,10.34,35.17,0,
PAB04,1,1994,9,13,020d,tu,d,1,24.84,38.4,26.14,66.91,0,
PAB04,1,1994,9,13,020d,tu,d,2,9.8,12.09,5.38,26.53,0,
PAB04,1,1994,9,13,020d,tu,d,3,24.41,18.32,8.9,45.9,0,
PAB04,1,1994,9,13,020d,tu,d,4,21.56,11.73,6.88,61.16,0,
PAB04,1,1994,9,13,020d,tu,d,5,25.09,4.02,19.42,56.07,0,
PAB04,1,1994,9,6,002c,fl,a,1,14.58,1.95,2.98,46.21,0,
PAB04,1,1994,9,6,002c,fl,a,2,8.84,6.2,2.27,21.7,0,
PAB04,1,1994,9,6,002c,fl,a,3,16.95,2.98,9.68,29.09,0,
PAB04,1,1994,9,6,002c,fl,a,4,12.23,4.5,6.08,24.12,0,
PAB04,1,1994,9,6,002c,fl,a,5,20.81,1.99,12.04,40.54,0.1,
PAB04,1,1994,9,6,002c,fl,b,1,19.24,0.96,12.75,32.09,0,
PAB04,1,1994,9,6,002c,fl,b,2,17.2,0.33,21.66,26.47,1.05,
PAB04,1,1994,9,6,002c,fl,b,3,12.07,2.23,6.01,34.93,0,
PAB04,1,1994,9,6,002c,fl,b,4,20.52,5.25,13.88,50.2,0,
PAB04,1,1994,9,6,002c,fl,b,5,17.87,3.87,8.47,68.42,0,
PAB04,1,1994,9,6,002c,fl,c,1,20.28,3.84,10.46,47.91,0,
PAB04,1,1994,9,6,002c,fl,c,2,14.58,2.73,8.5,36.01,0,
PAB04,1,1994,9,6,002c,fl,c,3,17.93,3.49,17.66,27.06,1.7,
PAB04,1,1994,9,6,002c,fl,c,4,20.39,0.57,14.18,23.04,1.03,
PAB04,1,1994,9,6,002c,fl,c,5,18.41,0.2,19.41,32.12,0,
PAB04,1,1994,9,6,002c,fl,d,1,16.96,5.9,11.42,45.16,0,
PAB04,1,1994,9,6,002c,fl,d,2,16.15,1.91,9.9,26.26,0,
PAB04,1,1994,9,6,002c,fl,d,3,15.07,6.51,11.57,24.3,0,
PAB04,1,1994,9,6,002c,fl,d,4,18.61,1.27,12.25,37.8,0,
PAB04,1,1994,9,6,002c,fl,d,5,21.07,0.86,11.6,43.25,0,
PAB04,1,1994,8,31,002d,fl,a,1,30.16,1.56,12.48,0,0,
PAB04,1,1994,8,31,002d,fl,a,2,33.84,1.12,9.06,0,0,
PAB04,1,1994,8,31,002d,fl,a,3,23.78,0.75,8.1,0,0.68,
PAB04,1,1994,8,31,002d,fl,a,4,15.45,1.84,6.72,0,0,
PAB04,1,1994,8,31,002d,fl,a,5,19.28,0.45,8.89,0,0,
PAB04,1,1994,8,31,002d,fl,b,1,13.22,1.09,4.77,0,0,
PAB04,1,1994,8,31,002d,fl,b,2,18.96,7.04,6.76,0,0,
PAB04,1,1994,8,31,002d,fl,b,3,27.28,0.29,16,0,0,
PAB04,1,1994,8,31,002d,fl,b,4,29.09,0.3,9.7,0,0,
PAB04,1,1994,8,31,002d,fl,b,5,30.23,2.12,16,0,0,
PAB04,1,1994,8,31,002d,fl,c,1,28.82,7.32,11.32,0,0,
PAB04,1,1994,8,31,002d,fl,c,2,31.15,0.5,9.95,0,0,
PAB04,1,1994,8,31,002d,fl,c,3,21.17,1.82,10.49,0,0,
PAB04,1,1994,8,31,002d,fl,c,4,16.78,0.77,6.66,0,0,
PAB04,1,1994,8,31,002d,fl,c,5,20.92,5.98,7.02,0,0,
PAB04,1,1994,8,31,002d,fl,d,1,22.29,3.15,10.18,0,0,
PAB04,1,1994,8,31,002d,fl,d,2,24.03,0.71,10.63,0,0,
PAB04,1,1994,8,31,002d,fl,d,3,25.91,0.27,10.82,0,0,
PAB04,1,1994,8,31,002d,fl,d,4,27.37,0.22,10.83,0,0,
PAB04,1,1994,8,31,002d,fl,d,5,13.28,1.56,6.54,0,0,
PAB04,1,1995,9,7,001c,fl,a,1,54.46,5.13,14.96,0,0,
PAB04,1,1995,9,7,001c,fl,a,2,22.31,27.95,11.56,0,0,
PAB04,1,1995,9,7,001c,fl,a,3,21.62,1.96,8.82,0,0,
PAB04,1,1995,9,7,001c,fl,a,4,30.58,1.9,10.55,0,0,
PAB04,1,1995,9,7,001c,fl,a,5,29.49,4.41,10.1,0,0,
PAB04,1,1995,9,7,001c,fl,b,1,40.98,0,15.42,0,0,
PAB04,1,1995,9,7,001c,fl,b,2,21.19,14.35,7.19,0,0,
PAB04,1,1995,9,7,001c,fl,b,3,47.18,6.93,13.29,0,0,
PAB04,1,1995,9,7,001c,fl,b,4,25.82,16.04,11.92,0,5.86,
PAB04,1,1995,9,7,001c,fl,b,5,58.51,2.01,19.28,0,0,
PAB04,1,1995,9,8,001c,fl,c,1,70.25,0,20.69,0,0,
PAB04,1,1995,9,8,001c,fl,c,2,14.9,27.3,8.72,0,0,
PAB04,1,1995,9,8,001c,fl,c,3,23.29,0,6.83,0,0,
PAB04,1,1995,9,8,001c,fl,c,4,39.81,0.36,15.14,0,0,
PAB04,1,1995,9,8,001c,fl,c,5,27.62,0,8.34,0,0,
PAB04,1,1995,9,8,001c,fl,d,1,37.43,1.83,15.81,0,0,
PAB04,1,1995,9,8,001c,fl,d,2,23.12,0,9.3,0,1.64,
PAB04,1,1995,9,8,001c,fl,d,3,28.12,7.1,10.12,0,0,
PAB04,1,1995,9,8,001c,fl,d,4,25.96,10.43,15.84,0,4.78,
PAB04,1,1995,9,8,001c,fl,d,5,25.18,0.18,14.68,0,0,
PAB04,1,1995,9,7,001c,sl,a,1,48.62,0.3,20.47,0,0,
PAB04,1,1995,9,7,001c,sl,a,2,30.27,7.38,8.68,0,0,
PAB04,1,1995,9,7,001c,sl,a,3,36.3,0,12.72,0,0,
PAB04,1,1995,9,7,001c,sl,a,4,50.99,0.66,16.67,0,0,
PAB04,1,1995,9,7,001c,sl,a,5,47.73,0.38,10.26,0,0,
PAB04,1,1995,9,7,001c,sl,b,1,31.54,10.46,8.15,0,1,
PAB04,1,1995,9,7,001c,sl,b,2,28.79,0.34,9.42,0,0,
PAB04,1,1995,9,7,001c,sl,b,3,49.6,0.4,12.36,0,0,
PAB04,1,1995,9,7,001c,sl,b,4,48.1,0.02,16.03,0,0,
PAB04,1,1995,9,7,001c,sl,b,5,45.26,0.01,14.6,0,0,
PAB04,1,1995,9,8,001c,sl,c,1,24.28,0,9.1,0,0,
PAB04,1,1995,9,8,001c,sl,c,2,35.65,2.78,17.36,0,0,
PAB04,1,1995,9,8,001c,sl,c,3,22.65,0.27,6.39,0,0,
PAB04,1,1995,9,8,001c,sl,c,4,45.38,0,17.91,0,0,
PAB04,1,1995,9,8,001c,sl,c,5,56.16,0,14.69,0,0,
PAB04,1,1995,9,8,001c,sl,d,1,40.04,0.01,8.92,0,1.8,
PAB04,1,1995,9,8,001c,sl,d,2,54.73,0.66,18.17,0,0,
PAB04,1,1995,9,8,001c,sl,d,3,54.5,0,13.21,0,0,
PAB04,1,1995,9,8,001c,sl,d,4,37,0.69,17.95,0,0,
PAB04,1,1995,9,8,001c,sl,d,5,43.72,1.6,16.21,0,3.82,
PAB04,1,1995,9,8,001c,tu,a,1,49.24,0,16.8,0,1.08,
PAB04,1,1995,9,8,001c,tu,a,2,51.41,0.28,14.67,0,1.51,
PAB04,1,1995,9,8,001c,tu,a,3,41.36,0.89,10.67,0,1.76,
PAB04,1,1995,9,8,001c,tu,a,4,50.57,0.05,9.6,0,0.21,
PAB04,1,1995,9,8,001c,tu,a,5,83.47,0,14.09,0,1.5,
PAB04,1,1995,9,8,001c,tu,b,1,38.96,15.99,12.03,0,3.65,
PAB04,1,1995,9,8,001c,tu,b,2,72.7,17.63,21.63,0,0,
PAB04,1,1995,9,8,001c,tu,b,3,51.25,0.2,17.07,0,0,
PAB04,1,1995,9,8,001c,tu,b,4,47.24,20.18,12.29,0,0,
PAB04,1,1995,9,8,001c,tu,b,5,54.91,4.45,20.22,0,0,
PAB04,1,1995,9,8,001c,tu,c,1,58.79,0,21.32,0,0,
PAB04,1,1995,9,8,001c,tu,c,2,55.53,6.41,13.94,0,49.18,
PAB04,1,1995,9,8,001c,tu,c,3,76.57,0.01,16.68,0,0.01,
PAB04,1,1995,9,8,001c,tu,c,4,63.57,0,20.6,0,0,
PAB04,1,1995,9,8,001c,tu,c,5,63.91,0,19.23,0,14.59,
PAB04,1,1995,9,8,001c,tu,d,1,45.78,0,14.66,0,5.46,
PAB04,1,1995,9,8,001c,tu,d,2,63.48,0.49,21.08,0,0,
PAB04,1,1995,9,8,001c,tu,d,3,52.38,0.56,14.96,0,1.47,
PAB04,1,1995,9,8,001c,tu,d,4,48.66,0.42,13.2,0,9.1,
PAB04,1,1995,9,8,001c,tu,d,5,69.16,1.09,15.41,0,0,
PAB04,1,1995,9,11,020d,fl,a,1,24.95,1.44,6.26,59.56,0,
PAB04,1,1995,9,11,020d,fl,a,2,13.54,0,6.14,73.33,4.22,
PAB04,1,1995,9,11,020d,fl,a,3,22.62,17.56,10.32,60.48,0,
PAB04,1,1995,9,11,020d,fl,a,4,26.46,1.88,15.19,91.13,0,
PAB04,1,1995,9,11,020d,fl,a,5,22.28,0.37,2.29,69.88,0.04,
PAB04,1,1995,9,11,020d,fl,b,1,44.55,26.53,3.67,49.14,0,
PAB04,1,1995,9,11,020d,fl,b,2,3.63,28.31,0.23,26.16,0,
PAB04,1,1995,9,11,020d,fl,b,3,34.12,6.27,19.11,67.44,0,
PAB04,1,1995,9,11,020d,fl,b,4,27.64,9.77,8.12,41.05,0,
PAB04,1,1995,9,11,020d,fl,b,5,27.66,1.95,7.15,73.23,0,
PAB04,1,1995,9,12,020d,fl,c,1,23.18,21.59,12.99,105.81,0,
PAB04,1,1995,9,12,020d,fl,c,2,12.05,5.97,5.77,78.29,0,
PAB04,1,1995,9,12,020d,fl,c,3,15.62,0,4.98,100.27,0,
PAB04,1,1995,9,12,020d,fl,c,4,22.56,1.24,16.27,75.98,0,
PAB04,1,1995,9,12,020d,fl,c,5,31.17,0.98,18.17,72.16,10.75,
PAB04,1,1995,9,12,020d,fl,d,1,24.81,13.08,9.27,62.7,0,
PAB04,1,1995,9,12,020d,fl,d,2,15.95,6.01,6.09,55.36,0,
PAB04,1,1995,9,12,020d,fl,d,3,33.43,21.59,13.83,55.21,0,
PAB04,1,1995,9,12,020d,fl,d,4,32.9,0.27,6.12,59.66,3.58,
PAB04,1,1995,9,12,020d,fl,d,5,19.92,5.03,16.65,42.75,0,
PAB04,1,1995,9,11,020d,sl,a,1,12.36,22.32,4.67,72.78,16.62,
PAB04,1,1995,9,11,020d,sl,a,2,7.92,2.06,4.67,53.33,48.27,
PAB04,1,1995,9,11,020d,sl,a,3,13.38,7.54,10.07,30.69,0,
PAB04,1,1995,9,11,020d,sl,a,4,13.18,14.99,1.66,25.18,0.31,
PAB04,1,1995,9,11,020d,sl,a,5,21.56,0.32,6.55,31.77,3.23,
PAB04,1,1995,9,11,020d,sl,b,1,37.12,5.44,9.56,75.52,69.67,
PAB04,1,1995,9,11,020d,sl,b,2,8.82,3.73,2.19,67.81,200.87,
PAB04,1,1995,9,11,020d,sl,b,3,20.62,5.25,3.68,102.23,0,
PAB04,1,1995,9,11,020d,sl,b,4,33.84,1.1,6.34,53.25,0,
PAB04,1,1995,9,11,020d,sl,b,5,14.92,9.85,10.89,23.92,0,
PAB04,1,1995,9,11,020d,sl,c,1,20.41,0,4.77,59.76,0,
PAB04,1,1995,9,11,020d,sl,c,2,29.47,0.21,5.3,63.62,0,
PAB04,1,1995,9,11,020d,sl,c,3,24.98,0.18,5.65,58.67,0,
PAB04,1,1995,9,11,020d,sl,c,4,22.54,1.13,11.71,49.52,0,
PAB04,1,1995,9,11,020d,sl,c,5,27.22,0.67,8.87,113.87,93.27,
PAB04,1,1995,9,11,020d,sl,d,1,11.53,3.12,10.62,43.47,0.51,
PAB04,1,1995,9,11,020d,sl,d,2,13.45,2.42,8.12,41.37,0,
PAB04,1,1995,9,11,020d,sl,d,3,16.33,5.57,6.35,64.26,0,
PAB04,1,1995,9,11,020d,sl,d,4,23.22,10.14,12.68,61.91,0,
PAB04,1,1995,9,11,020d,sl,d,5,17.26,6.95,11.29,77.99,0,
PAB04,1,1995,9,12,020d,tu,a,1,20.57,16.31,4.26,80.92,0,
PAB04,1,1995,9,12,020d,tu,a,2,19.47,0.7,5.32,36.58,0,
PAB04,1,1995,9,12,020d,tu,a,3,23.65,13.85,3.05,28.87,0,
PAB04,1,1995,9,12,020d,tu,a,4,29.46,0.02,3.59,56.24,0,
PAB04,1,1995,9,12,020d,tu,a,5,11.23,2.96,7.02,41.39,16.62,
PAB04,1,1995,9,12,020d,tu,b,1,11.89,20.58,3.59,61.47,0,
PAB04,1,1995,9,12,020d,tu,b,2,33.94,24.61,3.54,84.71,0,
PAB04,1,1995,9,12,020d,tu,b,3,31.88,5.16,7.75,57.07,1.55,
PAB04,1,1995,9,12,020d,tu,b,4,21.64,9.1,16.75,48.29,5.32,
PAB04,1,1995,9,12,020d,tu,b,5,36.72,1.19,8.06,125.18,0,
PAB04,1,1995,9,12,020d,tu,c,1,26.13,31.31,5.21,35.77,0,
PAB04,1,1995,9,12,020d,tu,c,2,11.17,6.71,3.71,33.38,0,
PAB04,1,1995,9,12,020d,tu,c,3,22.24,38.89,8.65,63.78,0,
PAB04,1,1995,9,12,020d,tu,c,4,13.73,14.12,2.86,40.23,0.18,
PAB04,1,1995,9,12,020d,tu,c,5,16.36,12.03,10.41,38.67,0,
PAB04,1,1995,9,12,020d,tu,d,1,27.79,48.89,8.18,95.87,0,
PAB04,1,1995,9,12,020d,tu,d,2,12.21,13.38,3.99,52.5,0,
PAB04,1,1995,9,12,020d,tu,d,3,19.26,7.47,7.98,73.04,0,
PAB04,1,1995,9,12,020d,tu,d,4,18.11,24.18,6.25,51.34,0,
PAB04,1,1995,9,12,020d,tu,d,5,30.99,16,16.27,24.38,0,
PAB04,1,1995,9,7,002c,fl,a,1,40.75,1.31,15.43,0,0,
PAB04,1,1995,9,7,002c,fl,a,2,26.49,2.59,11.39,0,4.31,
PAB04,1,1995,9,7,002c,fl,a,3,30.34,6.01,9.22,0,0,
PAB04,1,1995,9,7,002c,fl,a,4,26.38,7.5,13.56,0,0,
PAB04,1,1995,9,7,002c,fl,a,5,31.95,1.74,14.39,0,0,
PAB04,1,1995,9,7,002c,fl,b,1,21.93,6.64,6.97,0,0,
PAB04,1,1995,9,7,002c,fl,b,2,31.34,4.16,10.95,0,0,
PAB04,1,1995,9,7,002c,fl,b,3,22,1.42,9.38,0,0.11,
PAB04,1,1995,9,7,002c,fl,b,4,16.65,8.58,5.88,0,0,
PAB04,1,1995,9,7,002c,fl,b,5,32.66,2.14,14.63,0,0,
PAB04,1,1995,9,7,002c,fl,c,1,29.55,6.64,10.72,0,0,
PAB04,1,1995,9,7,002c,fl,c,2,25.04,5.44,7.26,0,0,
PAB04,1,1995,9,7,002c,fl,c,3,22.44,1.3,9.51,0,0,
PAB04,1,1995,9,7,002c,fl,c,4,25.41,0.12,10.98,0,0,
PAB04,1,1995,9,7,002c,fl,c,5,26.7,2.86,7.81,0,4.43,
PAB04,1,1995,9,7,002c,fl,d,1,28.26,0.1,15.01,0,0,
PAB04,1,1995,9,7,002c,fl,d,2,34.16,6.23,11.67,0,0,
PAB04,1,1995,9,7,002c,fl,d,3,41.54,4.17,10.17,0,0,
PAB04,1,1995,9,7,002c,fl,d,4,22.07,11.53,7.19,0,0,
PAB04,1,1995,9,7,002c,fl,d,5,47.8,0.67,13.43,0,0,
PAB04,1,1995,9,11,002d,fl,a,1,24.84,1.27,13.01,27.58,0,
PAB04,1,1995,9,11,002d,fl,a,2,24.79,2.95,10.85,20.78,0,
PAB04,1,1995,9,11,002d,fl,a,3,22.5,1.91,14.06,17.65,0,
PAB04,1,1995,9,11,002d,fl,a,4,19.92,7.41,13.66,17.75,0,
PAB04,1,1995,9,11,002d,fl,a,5,21.34,0.66,15.55,22.24,0,
PAB04,1,1995,9,11,002d,fl,b,1,19.87,0.48,12.96,18.8,0,
PAB04,1,1995,9,11,002d,fl,b,2,16.8,4.38,7.41,18.1,0,
PAB04,1,1995,9,11,002d,fl,b,3,17.87,1.92,16.94,14.79,0,
PAB04,1,1995,9,11,002d,fl,b,4,17.03,5.91,9.58,23.14,0,
PAB04,1,1995,9,11,002d,fl,b,5,31.14,1.21,10.65,18.58,0,
PAB04,1,1995,9,11,002d,fl,c,1,19.26,2.39,8.33,23.77,0,
PAB04,1,1995,9,11,002d,fl,c,2,27.59,0,24.32,20.54,0,
PAB04,1,1995,9,11,002d,fl,c,3,21.1,9.93,6.22,21.1,0,
PAB04,1,1995,9,11,002d,fl,c,4,28.3,2.75,16.44,20.98,0,
PAB04,1,1995,9,11,002d,fl,c,5,14.79,1.78,5.76,17.55,0,
PAB04,1,1995,9,11,002d,fl,d,1,29.59,1.47,11.5,20.11,0,
PAB04,1,1995,9,11,002d,fl,d,2,25.48,3.67,10.44,32.35,0,
PAB04,1,1995,9,11,002d,fl,d,3,32.3,5.76,10.46,21.38,0,
PAB04,1,1995,9,11,002d,fl,d,4,31.08,1.36,13.62,25.39,0,
PAB04,1,1995,9,11,002d,fl,d,5,26.15,0.61,11.29,14.3,0,
PAB04,1,1995,9,5,004a,fl,a,1,22.9,6.9,10.8,15.67,0,
PAB04,1,1995,9,5,004a,fl,a,2,19.76,6.33,8.33,11.08,0,
PAB04,1,1995,9,5,004a,fl,a,3,15.22,16.68,5.46,9.86,0,
PAB04,1,1995,9,5,004a,fl,a,4,18.75,19.4,9.04,4.47,5,
PAB04,1,1995,9,5,004a,fl,a,5,20.93,4.48,5.98,12.77,0,
PAB04,1,1995,9,5,004a,fl,b,1,33.21,3.03,16.5,18.18,0.12,
PAB04,1,1995,9,5,004a,fl,b,2,19.14,10.52,4.09,17.42,0,
PAB04,1,1995,9,5,004a,fl,b,3,25.1,7.21,10.27,14.46,0,
PAB04,1,1995,9,5,004a,fl,b,4,24.56,3.31,8.98,25.82,0,
PAB04,1,1995,9,5,004a,fl,b,5,30.98,2.83,14.77,13.46,10.94,
PAB04,1,1995,9,5,004a,fl,c,1,23.74,6.25,11.45,7.01,0,
PAB04,1,1995,9,5,004a,fl,c,2,16.39,3.97,6.94,10,0,
PAB04,1,1995,9,5,004a,fl,c,3,19.06,0.8,10.88,15.07,0,
PAB04,1,1995,9,5,004a,fl,c,4,17.32,4.02,7.47,12.05,0,
PAB04,1,1995,9,5,004a,fl,c,5,20.85,7.51,7.68,11.69,0,
PAB04,1,1995,9,5,004a,fl,d,1,25.53,4.42,4.96,17.9,0,
PAB04,1,1995,9,5,004a,fl,d,2,15.21,6.19,6.98,11.52,0,
PAB04,1,1995,9,5,004a,fl,d,3,12.08,12.26,6.28,11.35,2.06,
PAB04,1,1995,9,5,004a,fl,d,4,36.84,13.09,20,23.01,0,
PAB04,1,1995,9,5,004a,fl,d,5,16.21,11.41,9.04,12.57,0,
PAB04,1,1995,9,5,004a,sl,a,1,22.9,0.53,10.05,13.08,0,
PAB04,1,1995,9,5,004a,sl,a,2,14.84,3.36,5.47,7.03,0,
PAB04,1,1995,9,5,004a,sl,a,3,34.19,7.17,12.15,28.02,0,
PAB04,1,1995,9,5,004a,sl,a,4,31.11,2.37,8.88,16.99,0,
PAB04,1,1995,9,5,004a,sl,a,5,30.74,21.44,15.05,20.21,0,
PAB04,1,1995,9,5,004a,sl,b,1,28.86,8.92,12.13,17.67,5.81,
PAB04,1,1995,9,5,004a,sl,b,2,26.59,17.89,10.24,18.44,0,
PAB04,1,1995,9,5,004a,sl,b,3,27.38,5.62,12.28,18.91,0,
PAB04,1,1995,9,5,004a,sl,b,4,13.82,11.22,8.94,13.87,12.28,
PAB04,1,1995,9,5,004a,sl,b,5,44.5,4.56,16.42,48.97,11.44,
PAB04,1,1995,9,5,004a,sl,c,1,26.52,4.95,11.09,19.37,0,
PAB04,1,1995,9,5,004a,sl,c,2,20.33,0.52,8.11,8.76,0.18,
PAB04,1,1995,9,5,004a,sl,c,3,38.63,0.86,22.91,14.93,0,
PAB04,1,1995,9,5,004a,sl,c,4,23.52,4.4,11.41,17.2,0,
PAB04,1,1995,9,5,004a,sl,c,5,19.98,2.64,12.74,9.4,0,
PAB04,1,1995,9,5,004a,sl,d,1,21.86,7.35,11.29,21.93,0,
PAB04,1,1995,9,5,004a,sl,d,2,13.83,14.91,7.29,7.1,0,
PAB04,1,1995,9,5,004a,sl,d,3,21,0.32,14.27,13.77,0,
PAB04,1,1995,9,5,004a,sl,d,4,25.03,3.85,13.09,13.02,0,
PAB04,1,1995,9,5,004a,sl,d,5,26.78,5.47,12.86,15.03,0,
PAB04,1,1995,9,6,004a,tu,a,1,32.09,9.23,6.47,23.23,0,
PAB04,1,1995,9,6,004a,tu,a,2,55.67,4.64,14.82,55.23,0,
PAB04,1,1995,9,6,004a,tu,a,3,25.72,9.24,11.6,22.88,0,
PAB04,1,1995,9,6,004a,tu,a,4,31.19,4.98,8.74,31.07,0,
PAB04,1,1995,9,6,004a,tu,a,5,44.08,4.72,13.32,32.84,0,
PAB04,1,1995,9,6,004a,tu,b,1,48.22,7.8,12.8,36.37,0,
PAB04,1,1995,9,6,004a,tu,b,2,13.86,12.65,6.07,9.67,0,
PAB04,1,1995,9,6,004a,tu,b,3,31.46,3.53,9.17,17.82,0,
PAB04,1,1995,9,6,004a,tu,b,4,22.57,2.2,6.24,15.17,0,
PAB04,1,1995,9,6,004a,tu,b,5,37.54,6.77,18.48,24.59,0,
PAB04,1,1995,9,6,004a,tu,c,1,32,4.42,10.15,23.95,0,
PAB04,1,1995,9,6,004a,tu,c,2,41.62,0.82,13.35,25.15,0,
PAB04,1,1995,9,6,004a,tu,c,3,34.2,3.57,14.95,34.38,0,
PAB04,1,1995,9,6,004a,tu,c,4,30.99,2.48,10.75,35.38,0,
PAB04,1,1995,9,6,004a,tu,c,5,15.37,5.23,15.47,15.28,0,
PAB04,1,1995,9,6,004a,tu,d,1,45.47,6.78,13.91,34.16,0,
PAB04,1,1995,9,6,004a,tu,d,2,23.59,7.43,7.27,31.71,0,
PAB04,1,1995,9,6,004a,tu,d,3,73.16,2.12,42.03,26.82,0,
PAB04,1,1995,9,6,004a,tu,d,4,79.76,1.8,35.66,56.38,0,
PAB04,1,1995,9,6,004a,tu,d,5,28.71,4.8,13.85,35.36,0,
PAB04,1,1996,9,5,001c,fl,a,1,24.09,0,6.99,0,0,
PAB04,1,1996,9,5,001c,fl,a,2,32.5,1.24,11.85,0,1.57,
PAB04,1,1996,9,5,001c,fl,a,3,21.46,8.94,8.84,0,0,
PAB04,1,1996,9,5,001c,fl,a,4,17.2,2.06,5.89,0,0,
PAB04,1,1996,9,5,001c,fl,a,5,21.94,2.19,10.99,0,2.25,
PAB04,1,1996,9,5,001c,fl,b,1,38.76,0.05,11.03,0,0,
