DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,GRAZE,CAGE,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENT
PEB01,1,2000,9,15,0n1b,u,23,5,17.20,0.76,22.16,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,23,6,18.13,0.72,10.70,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,23,7,33.74,1.09,19.14,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,23,8,22.38,1.49,12.93,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,23,9,26.87,3.22,23.00,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,1,33.84,0.29,8.49,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,2,21.99,1.27,19.49,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,3,91.26,0.10,38.09,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,4,25.48,3.71,10.21,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,5,33.96,1.54,24.27,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,6,20.34,0.10,14.00,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,7,38.16,2.69,20.05,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,8,35.49,1.56,21.45,0.00,0.00,
PEB01,1,2000,9,15,0n1b,u,24,9,31.55,0.83,15.87,0.00,0.00,
PEB01,1,2000,9,25,0n4d,u,25,1,29.60,1.09,22.64,59.73,0.10,
PEB01,1,2000,9,25,0n4d,u,25,2,34.29,1.99,16.96,77.64,0.00,
PEB01,1,2000,9,25,0n4d,u,25,3,25.20,0.96,11.95,67.04,2.10,
PEB01,1,2000,9,25,0n4d,u,25,4,15.17,0.00,8.61,48.39,0.00,
PEB01,1,2000,9,25,0n4d,u,25,5,27.84,24.45,7.86,39.24,0.00,
PEB01,1,2000,9,25,0n4d,u,25,6,18.62,0.48,23.48,33.17,0.00,
PEB01,1,2000,9,25,0n4d,u,25,7,16.21,0.43,8.75,42.32,0.00,
PEB01,1,2000,9,25,0n4d,u,25,8,19.40,5.76,11.25,52.34,0.00,
PEB01,1,2000,9,25,0n4d,u,25,9,11.96,0.00,11.82,61.67,0.00,
PEB01,1,2000,9,25,0n4d,u,26,1,14.22,4.06,12.32,59.54,0.00,
PEB01,1,2000,9,25,0n4d,u,26,2,17.92,1.43,9.52,64.44,0.00,
PEB01,1,2000,9,25,0n4d,u,26,3,21.88,1.78,10.62,60.03,0.00,
PEB01,1,2000,9,25,0n4d,u,26,4,16.21,2.84,12.58,82.42,0.00,
PEB01,1,2000,9,25,0n4d,u,26,5,36.81,1.03,11.73,82.06,0.00,
PEB01,1,2000,9,25,0n4d,u,26,6,17.18,0.26,4.91,61.42,0.00,
PEB01,1,2000,9,25,0n4d,u,26,7,18.40,7.71,5.67,70.74,0.00,
PEB01,1,2000,9,25,0n4d,u,26,8,38.50,8.68,28.17,53.46,0.00,
PEB01,1,2000,9,25,0n4d,u,26,9,28.47,9.91,28.12,88.80,0.00,
PEB01,1,2000,9,20,0n4d,u,27,1,15.68,3.59,9.90,47.55,0.00,
PEB01,1,2000,9,20,0n4d,u,27,2,12.16,2.20,4.75,43.05,0.00,
PEB01,1,2000,9,20,0n4d,u,27,3,19.97,0.94,7.82,42.33,0.00,
PEB01,1,2000,9,20,0n4d,u,27,4,3.62,8.98,3.30,66.29,19.53,
PEB01,1,2000,9,20,0n4d,u,27,5,7.00,13.03,2.60,18.00,0.00,
PEB01,1,2000,9,20,0n4d,u,27,6,12.60,0.00,4.71,53.29,20.35,
PEB01,1,2000,9,20,0n4d,u,27,7,15.95,2.33,4.51,19.74,0.00,
PEB01,1,2000,9,20,0n4d,u,27,8,16.06,4.39,4.54,31.89,0.00,
PEB01,1,2000,9,20,0n4d,u,27,9,14.12,1.29,5.87,81.34,0.00,
PEB01,1,2000,9,20,0n4d,u,28,1,16.65,2.00,9.33,18.22,0.00,
PEB01,1,2000,9,20,0n4d,u,28,2,9.55,2.00,10.16,30.71,0.00,
PEB01,1,2000,9,20,0n4d,u,28,3,13.03,1.78,5.09,8.21,0.00,
PEB01,1,2000,9,20,0n4d,u,28,4,10.28,2.34,6.94,28.04,0.00,
PEB01,1,2000,9,20,0n4d,u,28,5,10.00,3.58,4.44,22.78,0.00,
PEB01,1,2000,9,20,0n4d,u,28,6,8.88,5.14,6.35,35.81,0.00,
PEB01,1,2000,9,20,0n4d,u,28,7,12.97,6.57,5.70,32.75,0.00,
PEB01,1,2000,9,20,0n4d,u,28,8,10.44,4.92,7.38,34.39,0.00,
PEB01,1,2000,9,20,0n4d,u,28,9,11.09,5.12,8.83,26.92,0.00,
PEB01,1,2000,9,21,0n4d,u,29,1,15.79,2.28,14.08,45.80,0.00,
PEB01,1,2000,9,21,0n4d,u,29,2,21.17,6.39,8.32,29.48,0.00,
PEB01,1,2000,9,21,0n4d,u,29,3,10.08,2.51,8.11,19.07,0.00,
PEB01,1,2000,9,21,0n4d,u,29,4,,2.58,,,0.00,
PEB01,1,2000,9,21,0n4d,u,29,5,24.71,5.56,27.51,47.97,0.00,
PEB01,1,2000,9,21,0n4d,u,29,6,10.31,2.61,8.22,30.80,0.00,
PEB01,1,2000,9,21,0n4d,u,29,7,15.17,2.51,15.88,48.10,0.00,
PEB01,1,2000,9,21,0n4d,u,29,8,29.49,1.44,23.38,46.06,0.00,
PEB01,1,2000,9,21,0n4d,u,29,9,12.37,3.00,19.51,50.46,0.00,
PEB01,1,2000,9,21,0n4d,u,30,1,24.58,6.28,21.69,89.48,0.00,
PEB01,1,2000,9,21,0n4d,u,30,2,12.84,0.11,10.96,60.48,0.00,
PEB01,1,2000,9,21,0n4d,u,30,3,13.09,0.24,16.88,53.14,0.11,
PEB01,1,2000,9,21,0n4d,u,30,4,10.81,10.84,7.74,63.22,0.00,
PEB01,1,2000,9,21,0n4d,u,30,5,18.10,1.48,14.38,11.19,0.00,
PEB01,1,2000,9,21,0n4d,u,30,6,11.97,6.73,13.02,47.73,0.86,
PEB01,1,2000,9,21,0n4d,u,30,7,9.09,0.62,17.33,87.48,0.00,
PEB01,1,2000,9,21,0n4d,u,30,8,24.46,5.68,15.34,61.24,1.58,
PEB01,1,2000,9,21,0n4d,u,30,9,17.77,5.06,8.73,48.41,0.00,
PEB01,1,2000,9,21,0n4d,u,31,1,9.90,4.13,8.21,24.71,0.00,
PEB01,1,2000,9,21,0n4d,u,31,2,20.51,4.57,11.21,32.13,0.00,
PEB01,1,2000,9,21,0n4d,u,31,3,17.61,0.75,10.85,15.98,0.00,
PEB01,1,2000,9,21,0n4d,u,31,4,17.30,3.10,7.60,55.94,12.89,
PEB01,1,2000,9,21,0n4d,u,31,5,12.19,2.08,14.10,37.67,1.96,
PEB01,1,2000,9,21,0n4d,u,31,6,5.30,3.50,5.15,44.95,0.00,
PEB01,1,2000,9,21,0n4d,u,31,7,18.83,4.18,11.74,36.20,0.04,
PEB01,1,2000,9,21,0n4d,u,31,8,24.68,2.14,13.28,12.49,0.00,
PEB01,1,2000,9,21,0n4d,u,31,9,18.15,1.85,12.45,57.17,0.00,
PEB01,1,2000,9,21,0n4d,u,32,1,13.21,5.67,13.41,62.68,0.00,
PEB01,1,2000,9,21,0n4d,u,32,2,8.43,4.98,6.86,25.19,0.00,
PEB01,1,2000,9,21,0n4d,u,32,3,11.62,3.65,11.83,31.57,0.00,
PEB01,1,2000,9,21,0n4d,u,32,4,10.27,9.41,9.67,62.66,0.00,
PEB01,1,2000,9,21,0n4d,u,32,5,5.69,8.31,10.00,22.99,0.00,
PEB01,1,2000,9,21,0n4d,u,32,6,14.23,4.38,9.64,35.03,0.00,
PEB01,1,2000,9,21,0n4d,u,32,7,16.43,6.50,15.26,55.99,0.00,
PEB01,1,2000,9,21,0n4d,u,32,8,13.25,4.16,14.36,44.76,0.00,
PEB01,1,2000,9,21,0n4d,u,32,9,11.84,8.33,11.50,36.13,0.00,
PEB01,1,2001,9,26,n01a,g,1,1,80.00,4.58,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,2,62.60,0.68,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,3,47.65,5.75,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,4,48.50,3.25,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,5,48.77,0.63,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,6,52.18,0.70,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,7,49.87,2.27,,0.00,1.28,
PEB01,1,2001,9,26,n01a,g,1,8,55.01,4.12,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,1,9,49.83,2.71,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,1,16.20,15.56,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,2,38.75,9.98,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,3,32.30,2.44,,0.00,1.70,
PEB01,1,2001,9,26,n01a,g,2,4,18.65,3.97,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,5,40.61,12.57,,0.00,3.40,
PEB01,1,2001,9,26,n01a,g,2,6,44.19,1.75,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,7,28.59,5.02,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,8,35.08,3.06,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,2,9,14.56,24.98,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,1,60.49,2.34,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,2,47.94,0.47,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,3,53.06,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,4,46.36,3.94,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,5,47.22,2.69,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,6,35.86,0.13,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,7,50.79,10.72,,0.00,0.60,
PEB01,1,2001,9,26,n01a,g,3,8,66.76,1.42,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,3,9,19.72,21.41,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,1,65.99,0.46,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,2,49.98,1.23,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,3,39.97,5.78,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,4,40.75,2.03,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,5,30.57,6.11,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,6,37.84,2.49,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,7,37.56,1.29,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,8,64.05,6.01,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,4,9,25.89,12.19,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,1,41.79,0.57,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,2,41.02,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,3,29.54,0.29,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,4,56.71,0.00,,0.00,1.02,
PEB01,1,2001,9,26,n01a,g,5,5,50.93,2.34,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,6,59.53,1.52,,0.00,1.39,
PEB01,1,2001,9,26,n01a,g,5,7,69.91,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,8,34.61,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,5,9,39.12,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,6,1,71.77,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,6,2,56.39,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,6,3,38.42,6.32,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,6,4,74.72,3.93,,0.00,0.56,
PEB01,1,2001,9,26,n01a,g,6,5,62.04,0.21,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,6,6,75.77,0.34,,0.00,1.77,
PEB01,1,2001,9,26,n01a,g,6,7,66.11,0.24,,0.00,4.79,
PEB01,1,2001,9,26,n01a,g,6,8,68.02,1.54,,0.00,5.15,
PEB01,1,2001,9,26,n01a,g,6,9,78.54,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,1,38.99,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,2,53.77,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,3,36.67,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,4,29.92,1.48,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,5,28.37,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,6,45.59,0.00,,0.00,1.10,
PEB01,1,2001,9,26,n01a,g,7,7,35.85,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,8,53.00,0.00,,0.00,0.00,
PEB01,1,2001,9,26,n01a,g,7,9,41.53,0.00,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,1,26.46,13.53,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,2,39.71,6.16,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,3,53.01,49.77,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,4,46.12,0.18,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,5,51.80,3.18,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,6,55.01,0.47,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,7,25.86,29.35,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,8,54.12,1.85,,0.00,0.00,
PEB01,1,2001,9,27,n01a,g,8,9,18.46,5.32,,0.00,0.00,
PEB01,1,2001,10,3,n04a,g,9,1,33.52,4.56,,27.55,0.00,
PEB01,1,2001,10,3,n04a,g,9,2,28.79,3.96,,36.26,0.00,
PEB01,1,2001,10,3,n04a,g,9,3,39.51,4.84,,26.43,3.74,
PEB01,1,2001,10,3,n04a,g,9,4,33.73,0.81,,42.93,0.00,
PEB01,1,2001,10,3,n04a,g,9,5,34.19,3.27,,30.76,0.00,
PEB01,1,2001,10,3,n04a,g,9,6,60.32,2.72,,48.18,0.00,
PEB01,1,2001,10,3,n04a,g,9,7,37.05,1.12,,15.18,0.00,
PEB01,1,2001,10,3,n04a,g,9,8,34.23,2.59,,34.59,0.16,
PEB01,1,2001,10,3,n04a,g,9,9,39.89,2.04,,19.14,0.00,
PEB01,1,2001,10,3,n04a,g,10,1,27.44,2.34,,32.00,0.44,
PEB01,1,2001,10,3,n04a,g,10,2,42.96,3.19,,43.26,0.00,
PEB01,1,2001,10,3,n04a,g,10,3,24.76,4.56,,18.00,0.00,
PEB01,1,2001,10,3,n04a,g,10,4,36.46,0.53,,13.09,0.00,
PEB01,1,2001,10,3,n04a,g,10,5,57.50,4.50,,27.69,0.00,
PEB01,1,2001,10,3,n04a,g,10,6,15.76,4.45,,30.05,0.00,
PEB01,1,2001,10,3,n04a,g,10,7,22.93,1.48,,22.60,0.00,
PEB01,1,2001,10,3,n04a,g,10,8,37.78,3.06,,26.54,0.23,
PEB01,1,2001,10,3,n04a,g,10,9,36.67,2.52,,20.02,0.12,
PEB01,1,2001,10,2,n04a,g,11,1,29.95,3.54,,13.63,0.00,
PEB01,1,2001,10,2,n04a,g,11,2,24.69,1.24,,28.65,0.00,
PEB01,1,2001,10,2,n04a,g,11,3,60.42,0.08,,31.58,0.00,
PEB01,1,2001,10,2,n04a,g,11,4,43.07,2.17,,34.99,0.00,
PEB01,1,2001,10,2,n04a,g,11,5,20.92,0.00,,18.82,0.00,
PEB01,1,2001,10,2,n04a,g,11,6,26.64,5.65,,20.15,0.00,
PEB01,1,2001,10,2,n04a,g,11,7,46.01,2.74,,42.35,0.00,
PEB01,1,2001,10,2,n04a,g,11,8,36.04,4.43,,29.51,0.00,
PEB01,1,2001,10,2,n04a,g,11,9,30.35,6.14,,12.45,0.00,
PEB01,1,2001,10,2,n04a,g,12,1,35.10,1.07,,21.15,0.00,
PEB01,1,2001,10,2,n04a,g,12,2,39.37,1.04,,53.16,0.00,
PEB01,1,2001,10,2,n04a,g,12,3,24.45,2.52,,13.64,0.00,
PEB01,1,2001,10,2,n04a,g,12,4,48.71,8.65,,37.00,0.00,
PEB01,1,2001,10,2,n04a,g,12,5,50.00,0.73,,19.17,0.10,
PEB01,1,2001,10,2,n04a,g,12,6,47.96,0.00,,40.71,0.24,
PEB01,1,2001,10,2,n04a,g,12,7,44.18,0.22,,33.23,0.00,
PEB01,1,2001,10,2,n04a,g,12,8,52.53,0.07,,35.59,0.10,
PEB01,1,2001,10,2,n04a,g,12,9,34.47,0.47,,36.12,0.00,
PEB01,1,2001,10,3,n04a,g,13,1,61.72,0.37,,36.67,0.00,
PEB01,1,2001,10,3,n04a,g,13,2,55.61,0.95,,37.64,0.00,
PEB01,1,2001,10,3,n04a,g,13,3,57.00,0.65,,34.75,0.00,
PEB01,1,2001,10,3,n04a,g,13,4,80.32,4.42,,41.53,0.00,
PEB01,1,2001,10,3,n04a,g,13,5,55.29,4.48,,29.19,0.00,
PEB01,1,2001,10,3,n04a,g,13,6,68.34,1.30,,27.71,0.00,
PEB01,1,2001,10,3,n04a,g,13,7,69.65,0.07,,38.89,0.00,
PEB01,1,2001,10,3,n04a,g,13,8,47.05,2.73,,31.13,0.00,
PEB01,1,2001,10,3,n04a,g,13,9,52.41,1.35,,22.76,0.00,
PEB01,1,2001,10,3,n04a,g,14,1,40.79,4.74,,21.92,0.00,
PEB01,1,2001,10,3,n04a,g,14,2,42.18,2.48,,27.75,0.00,
PEB01,1,2001,10,3,n04a,g,14,3,26.19,7.00,,14.45,0.00,
PEB01,1,2001,10,3,n04a,g,14,4,34.80,10.64,,16.73,0.00,
PEB01,1,2001,10,3,n04a,g,14,5,29.07,4.02,,12.63,0.00,
PEB01,1,2001,10,3,n04a,g,14,6,32.80,13.11,,23.37,0.00,
PEB01,1,2001,10,3,n04a,g,14,7,31.61,10.57,,21.07,0.00,
PEB01,1,2001,10,3,n04a,g,14,8,37.02,10.80,,20.08,0.00,
PEB01,1,2001,10,3,n04a,g,14,9,21.79,2.66,,19.92,0.42,
PEB01,1,2001,10,4,n04a,g,15,1,39.40,0.40,,42.95,0.00,
PEB01,1,2001,10,4,n04a,g,15,2,43.64,10.87,,39.33,0.00,
PEB01,1,2001,10,4,n04a,g,15,3,34.23,0.00,,37.35,0.00,
PEB01,1,2001,10,4,n04a,g,15,4,45.50,0.00,,36.80,0.00,
PEB01,1,2001,10,4,n04a,g,15,5,35.47,0.39,,52.32,0.00,
PEB01,1,2001,10,4,n04a,g,15,6,36.00,0.60,,25.73,0.00,forb=leaves only
PEB01,1,2001,10,4,n04a,g,15,7,53.93,0.00,,40.62,0.00,
PEB01,1,2001,10,4,n04a,g,15,8,39.58,0.00,,27.48,0.00,
PEB01,1,2001,10,4,n04a,g,15,9,35.20,0.52,,41.92,0.00,
PEB01,1,2001,10,4,n04a,g,16,1,31.08,6.83,,35.36,0.00,
PEB01,1,2001,10,4,n04a,g,16,2,34.42,0.42,,27.18,0.00,
PEB01,1,2001,10,4,n04a,g,16,3,49.10,16.76,,36.68,0.00,
PEB01,1,2001,10,4,n04a,g,16,4,35.89,4.23,,24.38,0.00,
PEB01,1,2001,10,4,n04a,g,16,5,45.50,20.29,,28.07,0.00,
PEB01,1,2001,10,4,n04a,g,16,6,21.47,14.65,,20.88,4.87,
PEB01,1,2001,10,4,n04a,g,16,7,41.96,17.70,,36.49,0.00,
PEB01,1,2001,10,4,n04a,g,16,8,30.34,7.14,,15.78,0.00,
PEB01,1,2001,10,4,n04a,g,16,9,45.80,1.01,,41.37,0.00,
PEB01,1,2001,9,28,n01b,g,17,1,43.02,0.68,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,2,39.15,0.01,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,3,27.42,2.77,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,4,46.07,1.42,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,5,34.31,0.61,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,6,47.83,0.71,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,7,53.41,0.19,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,8,48.64,3.87,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,17,9,41.47,1.82,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,1,59.17,4.00,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,2,28.78,33.16,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,3,39.21,2.65,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,4,50.92,1.04,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,5,16.14,26.83,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,6,37.89,9.08,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,7,39.68,13.54,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,8,55.04,1.90,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,18,9,57.58,2.39,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,1,64.88,0.00,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,2,62.77,0.75,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,3,47.11,0.97,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,4,51.80,1.16,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,5,38.05,1.14,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,6,64.56,0.62,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,7,51.10,0.00,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,8,50.12,0.52,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,19,9,59.67,0.70,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,1,38.48,0.53,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,2,54.53,1.28,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,3,26.92,2.48,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,4,51.85,1.68,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,5,47.80,2.56,,0.00,1.04,
PEB01,1,2001,9,28,n01b,g,20,6,37.53,0.18,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,7,30.03,6.14,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,8,44.53,0.50,,0.00,0.00,
PEB01,1,2001,9,28,n01b,g,20,9,27.68,1.63,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,1,36.67,1.69,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,2,56.08,0.00,,0.00,4.95,
PEB01,1,2001,10,1,n01b,g,21,3,43.79,2.19,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,4,39.44,2.25,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,5,44.67,1.78,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,6,39.13,0.02,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,7,39.32,0.22,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,8,31.53,14.39,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,21,9,48.23,0.50,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,22,1,32.55,3.07,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,22,2,42.10,0.44,,0.00,24.68,
PEB01,1,2001,10,1,n01b,g,22,3,34.10,0.00,,0.00,11.79,
PEB01,1,2001,10,1,n01b,g,22,4,33.37,0.00,,0.00,0.18,
PEB01,1,2001,10,1,n01b,g,22,5,50.23,4.51,,0.00,25.07,
PEB01,1,2001,10,1,n01b,g,22,6,48.54,1.30,,0.00,9.22,
PEB01,1,2001,10,1,n01b,g,22,7,38.55,7.08,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,22,8,41.78,2.45,,0.00,0.00,
PEB01,1,2001,10,1,n01b,g,22,9,32.54,1.42,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,1,32.25,5.77,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,2,39.91,1.10,,0.00,2.27,
PEB01,1,2001,10,10,n01b,g,23,3,54.73,0.48,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,4,44.23,4.07,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,5,51.00,0.43,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,6,24.46,0.23,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,7,29.45,1.72,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,8,53.42,2.81,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,23,9,46.40,1.04,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,1,32.85,0.86,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,2,28.60,1.62,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,3,47.99,0.17,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,4,38.89,1.56,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,5,40.27,1.00,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,6,29.79,1.15,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,7,43.87,13.11,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,8,20.51,0.15,,0.00,0.00,
PEB01,1,2001,10,10,n01b,g,24,9,31.46,8.23,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,1,50.63,0.01,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,2,24.82,0.58,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,3,34.08,1.19,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,4,46.74,3.02,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,5,21.32,5.36,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,6,50.50,7.63,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,7,35.11,30.18,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,8,33.89,11.42,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,25,9,50.64,0.56,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,1,98.27,9.04,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,2,23.53,4.55,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,3,28.58,5.09,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,4,33.84,5.43,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,5,57.89,1.11,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,6,67.46,2.79,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,7,35.41,11.45,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,8,41.82,0.87,,0.00,0.00,
PEB01,1,2001,9,27,n04d,g,26,9,44.56,24.53,,0.00,0.00,
PEB01,1,2001,9,28,n04d,g,27,1,52.57,13.78,,0.00,0.00,
PEB01,1,2001,9,28,n04d,g,27,2,29.96,2.53,,0.00,0.00,
