Year,Treatment,Replicate,Station,Source,ANPP g_m2,Disturbed_Microplot,Fertilized_Microplot,meantemp,annualprecip
2002,T7,R4,NA,MCSE Microplot (Table 154),513.275,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R4,NA,MCSE Microplot (Table 154),719.54,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R5,S4,MCSE (Table 291),818.58,NA,NA,9.095568182,731.5073
2002,T7,R5,S5,MCSE (Table 291),810.13,NA,NA,9.095568182,731.5073
2002,T7,R6,S1,MCSE (Table 291),336.08,NA,NA,9.095568182,731.5073
2002,T7,R6,S2,MCSE (Table 291),429.47,NA,NA,9.095568182,731.5073
2002,T7,R6,S3,MCSE (Table 291),268.11,NA,NA,9.095568182,731.5073
2002,T7,R6,S4,MCSE (Table 291),213.09,NA,NA,9.095568182,731.5073
2002,T7,R6,NA,MCSE Microplot (Table 154),323.78,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R6,NA,MCSE Microplot (Table 154),416.41,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R6,NA,MCSE Microplot (Table 154),360.99,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R5,S2,MCSE (Table 291),620.32,NA,NA,9.095568182,731.5073
2002,T7,R5,S3,MCSE (Table 291),451.62,NA,NA,9.095568182,731.5073
2002,T7,R6,S5,MCSE (Table 291),255.35,NA,NA,9.095568182,731.5073
2003,T7,R6,S3,MCSE (Table 291),242.61,NA,NA,8.583324176,908.4229
2003,T7,R6,S4,MCSE (Table 291),311.76,NA,NA,8.583324176,908.4229
2003,T7,R5,S1,MCSE (Table 291),569.28,NA,NA,8.583324176,908.4229
2003,T7,R5,S2,MCSE (Table 291),629.94,NA,NA,8.583324176,908.4229
2003,T7,R5,S4,MCSE (Table 291),491.9,NA,NA,8.583324176,908.4229
2003,T7,R5,S5,MCSE (Table 291),848.84,NA,NA,8.583324176,908.4229
2003,T7,R6,S1,MCSE (Table 291),422.13,NA,NA,8.583324176,908.4229
2003,T7,R5,S3,MCSE (Table 291),354.69,NA,NA,8.583324176,908.4229
2003,T7,R1,S1,MCSE (Table 291),416.85,NA,NA,8.583324176,908.4229
2003,T7,R1,S2,MCSE (Table 291),294.3,NA,NA,8.583324176,908.4229
2003,T7,R1,S3,MCSE (Table 291),460.25,NA,NA,8.583324176,908.4229
2003,T7,R1,S4,MCSE (Table 291),467.43,NA,NA,8.583324176,908.4229
2003,T7,R1,S5,MCSE (Table 291),320.78,NA,NA,8.583324176,908.4229
2003,T7,R2,S1,MCSE (Table 291),959.89,NA,NA,8.583324176,908.4229
2003,T7,R2,S2,MCSE (Table 291),1052.63,NA,NA,8.583324176,908.4229
2003,T7,R2,S3,MCSE (Table 291),595.72,NA,NA,8.583324176,908.4229
2003,T7,R2,S4,MCSE (Table 291),814.5,NA,NA,8.583324176,908.4229
2003,T7,R2,S5,MCSE (Table 291),642.33,NA,NA,8.583324176,908.4229
2003,T7,R3,S1,MCSE (Table 291),584.5,NA,NA,8.583324176,908.4229
2003,T7,R3,S2,MCSE (Table 291),646.86,NA,NA,8.583324176,908.4229
2003,T7,R3,S3,MCSE (Table 291),595.55,NA,NA,8.583324176,908.4229
2003,T7,R3,S4,MCSE (Table 291),744.63,NA,NA,8.583324176,908.4229
2003,T7,R3,S5,MCSE (Table 291),824.82,NA,NA,8.583324176,908.4229
2003,T7,R4,S1,MCSE (Table 291),487.76,NA,NA,8.583324176,908.4229
2003,T7,R4,S2,MCSE (Table 291),727.58,NA,NA,8.583324176,908.4229
2003,T7,R4,S3,MCSE (Table 291),606.41,NA,NA,8.583324176,908.4229
2003,T7,R4,S4,MCSE (Table 291),603.9,NA,NA,8.583324176,908.4229
2003,T7,R4,S5,MCSE (Table 291),944.43,NA,NA,8.583324176,908.4229
2003,T7,R2,NA,MCSE Microplot (Table 154),988.1,disturbed,fertilized,8.583324176,908.4229
2003,T7,R2,NA,MCSE Microplot (Table 154),459.6,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R2,NA,MCSE Microplot (Table 154),975.05,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R2,NA,MCSE Microplot (Table 154),756.315,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R3,NA,MCSE Microplot (Table 154),900.01,disturbed,fertilized,8.583324176,908.4229
2003,T7,R3,NA,MCSE Microplot (Table 154),363.635,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R3,NA,MCSE Microplot (Table 154),1164.28,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R3,NA,MCSE Microplot (Table 154),628.02,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R6,S2,MCSE (Table 291),472.07,NA,NA,8.583324176,908.4229
2003,T7,R1,NA,MCSE Microplot (Table 154),709.04,disturbed,fertilized,8.583324176,908.4229
2003,T7,R1,NA,MCSE Microplot (Table 154),267.68,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R1,NA,MCSE Microplot (Table 154),1380.91,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R1,NA,MCSE Microplot (Table 154),684.11,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R5,NA,MCSE Microplot (Table 154),705.63,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R5,NA,MCSE Microplot (Table 154),623.02,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R5,NA,MCSE Microplot (Table 154),439.575,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R6,NA,MCSE Microplot (Table 154),1135.07,disturbed,fertilized,8.583324176,908.4229
2003,T7,R6,NA,MCSE Microplot (Table 154),313.78,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R6,NA,MCSE Microplot (Table 154),1022.34,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R6,NA,MCSE Microplot (Table 154),358.25,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R4,NA,MCSE Microplot (Table 154),579.475,undisturbed,unfertilized,8.583324176,908.4229
2003,T7,R4,NA,MCSE Microplot (Table 154),871.13,disturbed,fertilized,8.583324176,908.4229
2003,T7,R4,NA,MCSE Microplot (Table 154),508.93,disturbed,unfertilized,8.583324176,908.4229
2003,T7,R4,NA,MCSE Microplot (Table 154),1048.72,undisturbed,fertilized,8.583324176,908.4229
2003,T7,R5,NA,MCSE Microplot (Table 154),1173.92,disturbed,fertilized,8.583324176,908.4229
2003,T7,R6,S5,MCSE (Table 291),386.3,NA,NA,8.583324176,908.4229
2004,T7,R4,NA,MCSE Microplot (Table 154),686.44,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R3,NA,MCSE Microplot (Table 154),263.36,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R3,NA,MCSE Microplot (Table 154),1453.34,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R3,NA,MCSE Microplot (Table 154),896.97,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R4,NA,MCSE Microplot (Table 154),806.47,disturbed,fertilized,9.100245902,959.0555
2004,T7,R4,NA,MCSE Microplot (Table 154),310.68,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R4,NA,MCSE Microplot (Table 154),1473.15,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R1,NA,MCSE Microplot (Table 154),466.275,disturbed,fertilized,9.100245902,959.0555
2004,T7,R1,NA,MCSE Microplot (Table 154),327.28,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R1,NA,MCSE Microplot (Table 154),1093.4,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R1,NA,MCSE Microplot (Table 154),590.2,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R2,NA,MCSE Microplot (Table 154),749.47,disturbed,fertilized,9.100245902,959.0555
2004,T7,R2,NA,MCSE Microplot (Table 154),341.66,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R3,NA,MCSE Microplot (Table 154),811.22,disturbed,fertilized,9.100245902,959.0555
2004,T7,R2,NA,MCSE Microplot (Table 154),1272.515,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R6,S4,MCSE (Table 291),306.14,NA,NA,9.100245902,959.0555
2004,T7,R6,S5,MCSE (Table 291),539.54,NA,NA,9.100245902,959.0555
2004,T7,R1,S4,MCSE (Table 291),743.09,NA,NA,9.100245902,959.0555
2004,T7,R1,S5,MCSE (Table 291),801.65,NA,NA,9.100245902,959.0555
2004,T7,R2,S1,MCSE (Table 291),1059.23,NA,NA,9.100245902,959.0555
2004,T7,R2,S2,MCSE (Table 291),944.62,NA,NA,9.100245902,959.0555
2004,T7,R2,S3,MCSE (Table 291),851.5,NA,NA,9.100245902,959.0555
2004,T7,R5,NA,MCSE Microplot (Table 154),1300.665,disturbed,fertilized,9.100245902,959.0555
2004,T7,R5,NA,MCSE Microplot (Table 154),445.6,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R5,NA,MCSE Microplot (Table 154),928.95,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R5,NA,MCSE Microplot (Table 154),810.7,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R2,NA,MCSE Microplot (Table 154),1079.25,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R6,NA,MCSE Microplot (Table 154),348.95,disturbed,unfertilized,9.100245902,959.0555
2004,T7,R6,NA,MCSE Microplot (Table 154),1065.48,undisturbed,fertilized,9.100245902,959.0555
2004,T7,R6,NA,MCSE Microplot (Table 154),528.56,undisturbed,unfertilized,9.100245902,959.0555
2004,T7,R4,S2,MCSE (Table 291),959.96,NA,NA,9.100245902,959.0555
2004,T7,R4,S3,MCSE (Table 291),978.29,NA,NA,9.100245902,959.0555
2004,T7,R4,S4,MCSE (Table 291),889.9,NA,NA,9.100245902,959.0555
2004,T7,R4,S5,MCSE (Table 291),1474.79,NA,NA,9.100245902,959.0555
2004,T7,R5,S1,MCSE (Table 291),763.34,NA,NA,9.100245902,959.0555
2004,T7,R2,S4,MCSE (Table 291),941.04,NA,NA,9.100245902,959.0555
2004,T7,R2,S5,MCSE (Table 291),943.54,NA,NA,9.100245902,959.0555
2004,T7,R3,S1,MCSE (Table 291),750.96,NA,NA,9.100245902,959.0555
2004,T7,R3,S2,MCSE (Table 291),708.99,NA,NA,9.100245902,959.0555
2004,T7,R3,S3,MCSE (Table 291),739.14,NA,NA,9.100245902,959.0555
2004,T7,R3,S4,MCSE (Table 291),893.64,NA,NA,9.100245902,959.0555
2004,T7,R3,S5,MCSE (Table 291),915.22,NA,NA,9.100245902,959.0555
2004,T7,R4,S1,MCSE (Table 291),851.06,NA,NA,9.100245902,959.0555
2004,T7,R1,S3,MCSE (Table 291),921.81,NA,NA,9.100245902,959.0555
2004,T7,R5,S2,MCSE (Table 291),727.33,NA,NA,9.100245902,959.0555
2004,T7,R5,S3,MCSE (Table 291),679.04,NA,NA,9.100245902,959.0555
2004,T7,R5,S4,MCSE (Table 291),927.81,NA,NA,9.100245902,959.0555
2004,T7,R5,S5,MCSE (Table 291),725.79,NA,NA,9.100245902,959.0555
2004,T7,R6,S1,MCSE (Table 291),376.43,NA,NA,9.100245902,959.0555
2004,T7,R6,S2,MCSE (Table 291),533.09,NA,NA,9.100245902,959.0555
2004,T7,R6,S3,MCSE (Table 291),503.76,NA,NA,9.100245902,959.0555
2004,T7,R1,S2,MCSE (Table 291),1268.92,NA,NA,9.100245902,959.0555
2004,T7,R6,NA,MCSE Microplot (Table 154),866.79,disturbed,fertilized,9.100245902,959.0555
2004,T7,R1,S1,MCSE (Table 291),854.75,NA,NA,9.100245902,959.0555
2005,T7,R1,S2,MCSE (Table 291),484.39,NA,NA,9.643342466,700.2272
2005,T7,R1,S3,MCSE (Table 291),685.8,NA,NA,9.643342466,700.2272
2005,T7,R1,S1,MCSE (Table 291),693.54,NA,NA,9.643342466,700.2272
2005,T7,R1,NA,MCSE Microplot (Table 154),706.58,disturbed,fertilized,9.643342466,700.2272
2005,T7,R1,S4,MCSE (Table 291),672.28,NA,NA,9.643342466,700.2272
2005,T7,R1,S5,MCSE (Table 291),636.41,NA,NA,9.643342466,700.2272
2005,T7,R1,NA,MCSE Microplot (Table 154),763.67,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R2,NA,MCSE Microplot (Table 154),1203.52,disturbed,fertilized,9.643342466,700.2272
2005,T7,R1,NA,MCSE Microplot (Table 154),357.11,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R1,NA,MCSE Microplot (Table 154),997.28,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R2,S3,MCSE (Table 291),491.84,NA,NA,9.643342466,700.2272
2005,T7,R2,S4,MCSE (Table 291),608.87,NA,NA,9.643342466,700.2272
2005,T7,R2,S1,MCSE (Table 291),750.34,NA,NA,9.643342466,700.2272
2005,T7,R2,S2,MCSE (Table 291),947.81,NA,NA,9.643342466,700.2272
2005,T7,R3,NA,MCSE Microplot (Table 154),999.9,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R4,NA,MCSE Microplot (Table 154),898.11,disturbed,fertilized,9.643342466,700.2272
2005,T7,R4,NA,MCSE Microplot (Table 154),486.13,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R4,NA,MCSE Microplot (Table 154),1316.55,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R4,NA,MCSE Microplot (Table 154),802.74,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R5,NA,MCSE Microplot (Table 154),1143.23,disturbed,fertilized,9.643342466,700.2272
2005,T7,R5,NA,MCSE Microplot (Table 154),685.06,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R2,NA,MCSE Microplot (Table 154),550.42,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R2,NA,MCSE Microplot (Table 154),1805.85,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R2,NA,MCSE Microplot (Table 154),1260.62,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R3,NA,MCSE Microplot (Table 154),689.21,disturbed,fertilized,9.643342466,700.2272
2005,T7,R3,NA,MCSE Microplot (Table 154),356.4,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R3,NA,MCSE Microplot (Table 154),1296.56,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R3,S1,MCSE (Table 291),471.11,NA,NA,9.643342466,700.2272
2005,T7,R3,S2,MCSE (Table 291),523.42,NA,NA,9.643342466,700.2272
2005,T7,R3,S3,MCSE (Table 291),888.41,NA,NA,9.643342466,700.2272
2005,T7,R3,S4,MCSE (Table 291),994.42,NA,NA,9.643342466,700.2272
2005,T7,R3,S5,MCSE (Table 291),689.85,NA,NA,9.643342466,700.2272
2005,T7,R4,S1,MCSE (Table 291),448.88,NA,NA,9.643342466,700.2272
2005,T7,R4,S2,MCSE (Table 291),760.46,NA,NA,9.643342466,700.2272
2005,T7,R5,NA,MCSE Microplot (Table 154),884.77,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R5,NA,MCSE Microplot (Table 154),881.68,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R6,NA,MCSE Microplot (Table 154),1060.48,disturbed,fertilized,9.643342466,700.2272
2005,T7,R6,NA,MCSE Microplot (Table 154),537.51,disturbed,unfertilized,9.643342466,700.2272
2005,T7,R6,NA,MCSE Microplot (Table 154),546.19,undisturbed,fertilized,9.643342466,700.2272
2005,T7,R6,NA,MCSE Microplot (Table 154),586.24,undisturbed,unfertilized,9.643342466,700.2272
2005,T7,R5,S4,MCSE (Table 291),512.19,NA,NA,9.643342466,700.2272
2005,T7,R5,S5,MCSE (Table 291),765.87,NA,NA,9.643342466,700.2272
2005,T7,R6,S1,MCSE (Table 291),357.04,NA,NA,9.643342466,700.2272
2005,T7,R6,S2,MCSE (Table 291),523.15,NA,NA,9.643342466,700.2272
2005,T7,R6,S3,MCSE (Table 291),398.25,NA,NA,9.643342466,700.2272
2005,T7,R6,S4,MCSE (Table 291),452.32,NA,NA,9.643342466,700.2272
2005,T7,R6,S5,MCSE (Table 291),642.65,NA,NA,9.643342466,700.2272
2005,T7,R4,S3,MCSE (Table 291),571.33,NA,NA,9.643342466,700.2272
2005,T7,R4,S4,MCSE (Table 291),1181.92,NA,NA,9.643342466,700.2272
2005,T7,R4,S5,MCSE (Table 291),600.16,NA,NA,9.643342466,700.2272
2005,T7,R5,S1,MCSE (Table 291),597.82,NA,NA,9.643342466,700.2272
2005,T7,R5,S2,MCSE (Table 291),644.86,NA,NA,9.643342466,700.2272
2005,T7,R2,S5,MCSE (Table 291),631.39,NA,NA,9.643342466,700.2272
2005,T7,R5,S3,MCSE (Table 291),676.76,NA,NA,9.643342466,700.2272
2006,T7,R1,NA,MCSE Microplot (Table 154),1268.235,undisturbed,fertilized,10.09032877,1156.066
2006,T7,R1,NA,MCSE Microplot (Table 154),1244.35,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R2,NA,MCSE Microplot (Table 154),970.65,disturbed,fertilized,10.09032877,1156.066
2006,T7,R1,NA,MCSE Microplot (Table 154),308.27,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R2,NA,MCSE Microplot (Table 154),1452.82,undisturbed,fertilized,10.09032877,1156.066
2006,T7,R2,NA,MCSE Microplot (Table 154),1196.73,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R4,S1,MCSE (Table 291),780.05,NA,NA,10.09032877,1156.066
2006,T7,R2,NA,MCSE Microplot (Table 154),360.435,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R4,S3,MCSE (Table 291),874.68,NA,NA,10.09032877,1156.066
2006,T7,R4,S4,MCSE (Table 291),919.79,NA,NA,10.09032877,1156.066
2006,T7,R4,S5,MCSE (Table 291),757.1,NA,NA,10.09032877,1156.066
2006,T7,R4,S2,MCSE (Table 291),1049.74,NA,NA,10.09032877,1156.066
2006,T7,R1,NA,MCSE Microplot (Table 154),523.86,disturbed,fertilized,10.09032877,1156.066
2006,T7,R2,S5,MCSE (Table 291),832.93,NA,NA,10.09032877,1156.066
2006,T7,R3,S1,MCSE (Table 291),651.13,NA,NA,10.09032877,1156.066
2006,T7,R3,S2,MCSE (Table 291),846.27,NA,NA,10.09032877,1156.066
2006,T7,R3,S3,MCSE (Table 291),813.49,NA,NA,10.09032877,1156.066
2006,T7,R3,S4,MCSE (Table 291),838.06,NA,NA,10.09032877,1156.066
2006,T7,R3,S5,MCSE (Table 291),741.25,NA,NA,10.09032877,1156.066
2006,T7,R1,S1,MCSE (Table 291),767.15,NA,NA,10.09032877,1156.066
2006,T7,R1,S2,MCSE (Table 291),747.95,NA,NA,10.09032877,1156.066
2006,T7,R1,S3,MCSE (Table 291),829.5,NA,NA,10.09032877,1156.066
2006,T7,R1,S4,MCSE (Table 291),648.3,NA,NA,10.09032877,1156.066
2006,T7,R1,S5,MCSE (Table 291),725.99,NA,NA,10.09032877,1156.066
2006,T7,R2,S1,MCSE (Table 291),1057.58,NA,NA,10.09032877,1156.066
2006,T7,R2,S2,MCSE (Table 291),559.44,NA,NA,10.09032877,1156.066
2006,T7,R2,S3,MCSE (Table 291),710.99,NA,NA,10.09032877,1156.066
2006,T7,R2,S4,MCSE (Table 291),845.74,NA,NA,10.09032877,1156.066
2006,T7,R5,S4,MCSE (Table 291),927.26,NA,NA,10.09032877,1156.066
2006,T7,R5,S5,MCSE (Table 291),987.4,NA,NA,10.09032877,1156.066
2006,T7,R6,S1,MCSE (Table 291),328.88,NA,NA,10.09032877,1156.066
2006,T7,R6,S2,MCSE (Table 291),441.14,NA,NA,10.09032877,1156.066
2006,T7,R6,S3,MCSE (Table 291),599.11,NA,NA,10.09032877,1156.066
2006,T7,R6,S4,MCSE (Table 291),610.62,NA,NA,10.09032877,1156.066
2006,T7,R6,S5,MCSE (Table 291),531.83,NA,NA,10.09032877,1156.066
2006,T7,R3,NA,MCSE Microplot (Table 154),788.15,disturbed,fertilized,10.09032877,1156.066
2006,T7,R3,NA,MCSE Microplot (Table 154),485.85,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R3,NA,MCSE Microplot (Table 154),1122.765,undisturbed,fertilized,10.09032877,1156.066
2006,T7,R5,S1,MCSE (Table 291),619.03,NA,NA,10.09032877,1156.066
2006,T7,R5,S2,MCSE (Table 291),876.07,NA,NA,10.09032877,1156.066
2006,T7,R5,S3,MCSE (Table 291),737.67,NA,NA,10.09032877,1156.066
2006,T7,R3,NA,MCSE Microplot (Table 154),941.155,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R4,NA,MCSE Microplot (Table 154),650.87,disturbed,fertilized,10.09032877,1156.066
2006,T7,R4,NA,MCSE Microplot (Table 154),527.065,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R4,NA,MCSE Microplot (Table 154),1147.29,undisturbed,fertilized,10.09032877,1156.066
2006,T7,R4,NA,MCSE Microplot (Table 154),1063.165,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R5,NA,MCSE Microplot (Table 154),947.39,disturbed,fertilized,10.09032877,1156.066
2006,T7,R5,NA,MCSE Microplot (Table 154),666.205,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R5,NA,MCSE Microplot (Table 154),503.36,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R6,NA,MCSE Microplot (Table 154),760.11,disturbed,fertilized,10.09032877,1156.066
2006,T7,R6,NA,MCSE Microplot (Table 154),518.95,disturbed,unfertilized,10.09032877,1156.066
2006,T7,R6,NA,MCSE Microplot (Table 154),523.435,undisturbed,fertilized,10.09032877,1156.066
2006,T7,R6,NA,MCSE Microplot (Table 154),407.21,undisturbed,unfertilized,10.09032877,1156.066
2006,T7,R5,NA,MCSE Microplot (Table 154),683.505,undisturbed,fertilized,10.09032877,1156.066
2007,T7,R5,S1,MCSE (Table 291),919.76,NA,NA,9.803561644,905.829
2007,T7,R5,S2,MCSE (Table 291),734.28,NA,NA,9.803561644,905.829
2007,T7,R5,S3,MCSE (Table 291),465.08,NA,NA,9.803561644,905.829
2007,T7,R2,S1,MCSE (Table 291),267.52,NA,NA,9.803561644,905.829
2007,T7,R5,S5,MCSE (Table 291),365.18,NA,NA,9.803561644,905.829
2007,T7,R6,S1,MCSE (Table 291),294.82,NA,NA,9.803561644,905.829
2007,T7,R6,S2,MCSE (Table 291),593.26,NA,NA,9.803561644,905.829
2007,T7,R5,S4,MCSE (Table 291),616.49,NA,NA,9.803561644,905.829
2007,T7,R3,S5,MCSE (Table 291),475.59,NA,NA,9.803561644,905.829
2007,T7,R4,S1,MCSE (Table 291),560.7,NA,NA,9.803561644,905.829
2007,T7,R4,S2,MCSE (Table 291),458.12,NA,NA,9.803561644,905.829
2007,T7,R4,S3,MCSE (Table 291),589.45,NA,NA,9.803561644,905.829
2007,T7,R4,S4,MCSE (Table 291),582.13,NA,NA,9.803561644,905.829
2007,T7,R2,S2,MCSE (Table 291),794.42,NA,NA,9.803561644,905.829
2007,T7,R2,S3,MCSE (Table 291),458.63,NA,NA,9.803561644,905.829
2007,T7,R2,S4,MCSE (Table 291),641.22,NA,NA,9.803561644,905.829
2007,T7,R2,S5,MCSE (Table 291),628.72,NA,NA,9.803561644,905.829
2007,T7,R3,S1,MCSE (Table 291),715.31,NA,NA,9.803561644,905.829
2007,T7,R3,S2,MCSE (Table 291),536.85,NA,NA,9.803561644,905.829
2007,T7,R3,S3,MCSE (Table 291),841.33,NA,NA,9.803561644,905.829
2007,T7,R3,S4,MCSE (Table 291),793.44,NA,NA,9.803561644,905.829
2007,T7,R6,NA,MCSE Microplot (Table 154),284.22,undisturbed,fertilized,9.803561644,905.829
2007,T7,R6,S3,MCSE (Table 291),332.95,NA,NA,9.803561644,905.829
2007,T7,R6,S4,MCSE (Table 291),379.69,NA,NA,9.803561644,905.829
2007,T7,R6,S5,MCSE (Table 291),587.27,NA,NA,9.803561644,905.829
2007,T7,R1,S5,MCSE (Table 291),555.45,NA,NA,9.803561644,905.829
2007,T7,R4,S5,MCSE (Table 291),611.51,NA,NA,9.803561644,905.829
2007,T7,R4,NA,MCSE Microplot (Table 154),691.55,undisturbed,unfertilized,9.803561644,905.829
2007,T7,R5,NA,MCSE Microplot (Table 154),616.28,disturbed,fertilized,9.803561644,905.829
2007,T7,R5,NA,MCSE Microplot (Table 154),480.52,disturbed,unfertilized,9.803561644,905.829
2007,T7,R5,NA,MCSE Microplot (Table 154),810.52,undisturbed,fertilized,9.803561644,905.829
2007,T7,R5,NA,MCSE Microplot (Table 154),540.16,undisturbed,unfertilized,9.803561644,905.829
2007,T7,R6,NA,MCSE Microplot (Table 154),459.9,disturbed,fertilized,9.803561644,905.829
2007,T7,R6,NA,MCSE Microplot (Table 154),366.24,disturbed,unfertilized,9.803561644,905.829
2007,T7,R1,S1,MCSE (Table 291),276.88,NA,NA,9.803561644,905.829
2007,T7,R1,S2,MCSE (Table 291),510.65,NA,NA,9.803561644,905.829
2007,T7,R1,S3,MCSE (Table 291),922.97,NA,NA,9.803561644,905.829
2007,T7,R1,S4,MCSE (Table 291),401.41,NA,NA,9.803561644,905.829
2007,T7,R4,NA,MCSE Microplot (Table 154),333.42,disturbed,fertilized,9.803561644,905.829
2007,T7,R1,NA,MCSE Microplot (Table 154),316.45,disturbed,fertilized,9.803561644,905.829
2007,T7,R1,NA,MCSE Microplot (Table 154),238.61,disturbed,unfertilized,9.803561644,905.829
2007,T7,R1,NA,MCSE Microplot (Table 154),614.87,undisturbed,fertilized,9.803561644,905.829
2007,T7,R1,NA,MCSE Microplot (Table 154),461.295,undisturbed,unfertilized,9.803561644,905.829
2007,T7,R2,NA,MCSE Microplot (Table 154),616.225,disturbed,fertilized,9.803561644,905.829
2007,T7,R2,NA,MCSE Microplot (Table 154),250.065,disturbed,unfertilized,9.803561644,905.829
2007,T7,R2,NA,MCSE Microplot (Table 154),1216.69,undisturbed,fertilized,9.803561644,905.829
2007,T7,R2,NA,MCSE Microplot (Table 154),1004.47,undisturbed,unfertilized,9.803561644,905.829
2007,T7,R3,NA,MCSE Microplot (Table 154),392.67,disturbed,fertilized,9.803561644,905.829
2007,T7,R3,NA,MCSE Microplot (Table 154),317.77,disturbed,unfertilized,9.803561644,905.829
2007,T7,R3,NA,MCSE Microplot (Table 154),611.38,undisturbed,fertilized,9.803561644,905.829
2007,T7,R3,NA,MCSE Microplot (Table 154),872.23,undisturbed,unfertilized,9.803561644,905.829
2007,T7,R4,NA,MCSE Microplot (Table 154),225.56,disturbed,unfertilized,9.803561644,905.829
2007,T7,R4,NA,MCSE Microplot (Table 154),574.32,undisturbed,fertilized,9.803561644,905.829
2007,T7,R6,NA,MCSE Microplot (Table 154),504.49,undisturbed,unfertilized,9.803561644,905.829
2008,T7,R1,S1,MCSE (Table 291),679.72,NA,NA,8.656939891,1155.942
2008,T7,R6,S5,MCSE (Table 291),569.13,NA,NA,8.656939891,1155.942
2008,T7,R2,NA,MCSE Microplot (Table 154),1471.71,undisturbed,fertilized,8.656939891,1155.942
2008,T7,R2,NA,MCSE Microplot (Table 154),884.305,undisturbed,unfertilized,8.656939891,1155.942
2008,T7,R6,S4,MCSE (Table 291),1143.42,NA,NA,8.656939891,1155.942
2008,T7,R3,NA,MCSE Microplot (Table 154),318.82,disturbed,unfertilized,8.656939891,1155.942
2008,T7,R3,NA,MCSE Microplot (Table 154),1160.19,undisturbed,fertilized,8.656939891,1155.942
2008,T7,R3,NA,MCSE Microplot (Table 154),750.67,undisturbed,unfertilized,8.656939891,1155.942
2008,T7,R3,NA,MCSE Microplot (Table 154),651.64,disturbed,fertilized,8.656939891,1155.942
2008,T7,R1,NA,MCSE Microplot (Table 154),369.85,disturbed,fertilized,8.656939891,1155.942
2008,T7,R1,NA,MCSE Microplot (Table 154),269.42,disturbed,unfertilized,8.656939891,1155.942
2008,T7,R1,NA,MCSE Microplot (Table 154),1141.715,undisturbed,fertilized,8.656939891,1155.942
